Name,Breed,Sex,Age,County,Urgent Status,Dog Compatibility,Cat Compatibility,Kid Compatibility,Energy,Temperament,Spayed/Neutered,Vaccinated,Description,URL
BELLATRIX,Domestic Cat,Female,Young Adult,Riverside County,No,Good,Good,Good,Average,Dominant,Yes,Yes,All information on BELLATRIX can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/24-10-06-00348
SIRIUS BLACK,Domestic Cat,Male,Young Adult,Riverside County,No,Good,Good,Good,High,Average,Yes,Yes,All information on SIRIUS BLACK can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/24-09-24-00302
STEWART,Domestic Cat,Male,Young Adult,Riverside County,No,Unknown,Good,Good,Average,Average,Yes,Yes,All information on STEWART can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/24-09-22-00263
SVEN,Domestic Cat,Male,Young Adult,Riverside County,No,Unknown,Good,Good,Average,Average,Yes,Yes,All information on SVEN can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/24-09-06-00016
Ella,Domestic Cat,Female,Young Kitten,Orange County,No,Good,Good,Good,Average,Average,Yes,Yes,"Ella is a sweetheart and love to be petted and kisses. She was rescue from very dangerous area. Ella is microchip, combo test for felv and fiv and is negative, has 2 fvrcp vacvines spayed. She can been seen at Petsmart Cerritos 7 days a week. Ella is Gray and white.",https://post.rescueme.org/24-06-26-00086
Fannie Mae,Domestic Cat,Female,Young Adult,San Bernardino County,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,"Fannie Mae was dumped at a local Petco with a note. Fannie needs a special home. She wants to be the only pet.  We are looking for a special 'semi permanent' foster home for her. Maybe someone who can't commit to 15 years but with rescue backing would be willing to love and foster Fannie as long as they can. The vet estimated her age to be about 2 years.  The adoption fee includes being treated for fleas and worms, current shots and being chipped. We also pay for the initial chip registration.  Fannie does not like adoption events so she does not attend them.    To apply for Fannie go to https://petstablished.com/adoption_form/32024/generic",https://post.rescueme.org/24-05-24-00366
Cover Girl,Domestic Cat,Female,Young Kitten,San Bernardino County,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,"Cover Girl is the only sister in a group of kittens (brothers Dior, Coty and Mac are also available) from street kitty Maybelline. She is a gray and black tabby.  The adoption fee includes being spayed/neutered, treated for fleas and worms, current shots and being chipped.�%A0 We also pay for the initial chip registration.�%A0�%A0  Adoption events are held�%A0Sundays at the Fontana Petco 12-4pm  https://petstablished.com/adoption_form/32024/generic",https://post.rescueme.org/24-04-17-00188
DETECTIVE JOHN BURROWS,Siamese / Domestic Cat,Male,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on DETECTIVE JOHN BURROWS can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/24-03-02-00322
SERGEANT STEVENS,Domestic Cat,Male,Young Adult,Riverside County,No,Good,Good,Unknown,Average,Average,Yes,Yes,All information on SERGEANT STEVENS can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/24-03-02-00312
SERGEANT BECKER,Domestic Cat,Male,Kitten,Riverside County,No,Good,Good,Unknown,Average,Average,Yes,Yes,All information on SERGEANT BECKERABEL can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/24-03-02-00311
SGT WILLIAM BUCK SPIVE,Domestic Cat,Male,Young Adult,Riverside County,No,Good,Good,Unknown,Average,Submissive,Yes,Yes,All information on SERGEANT WILLIAM 'BUCK' SPIVEY can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/24-03-02-00197
OFFICER DOMINIQUE LUCA,Domestic Cat,Male,Young Adult,Riverside County,No,Good,Good,Unknown,Average,Average,Yes,Yes,All information on OFFICER DOMINIQUE LUCA can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/24-02-05-00017
CSI NICK STOKES,Domestic Cat,Male,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on CSI NICK STOKES can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/24-02-03-00010
MIKITA,Abyssinian / Domestic Cat,Female,Young Adult,Riverside County,No,Good,Good,Unknown,Average,Average,Yes,Yes,All information on MIKITA can be found on:   WORKINWHISKERS.COM,https://post.rescueme.org/24-01-30-00357
INKY,Bombay / Domestic Cat,Male,Young Adult,Riverside County,No,Good,Good,Unknown,Average,Average,Yes,Yes,All information on INKY can be found on:    WORKINWHISKERS.COM,https://post.rescueme.org/23-12-22-00303
CSI SARA SIDLE,Bombay / Domestic Cat,Female,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on CSI SARA SIDLE can be found on:    WORKINWHISKERS.COM,https://post.rescueme.org/23-12-13-00294
CSI DR. GIL GRISSOM,Domestic Cat,Male,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on CSI DR. GIL GRISSOM can be found on:   WORKINWHISKERS.COM,https://post.rescueme.org/23-12-10-00280
CSI CATHERINE WILLOWS,Domestic Cat,Female,Young Adult,Riverside County,No,Good,Good,Unknown,Average,Average,Yes,Yes,All information on CSI CATHERINE WILLOWS  can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/23-12-10-00241
COMMANDER ROBERT 'BOB',Siamese / Domestic Cat,Male,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on COMMANDER ROBERT 'BOB' HICKS can be found on:   WORKINWHISKERS.COM,https://post.rescueme.org/23-12-10-00089
ZIVA DAVID,Domestic Cat,Female,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on ZIVA DAVID can be found on:   WORKINWHISKERS.COM,https://post.rescueme.org/23-11-29-00296
STUART,Domestic Cat,Male,Young Adult,Riverside County,No,Good,Good,Unknown,Average,Average,Yes,Yes,All information on STUART can be found on:   WORKINWHISKERS.COM,https://post.rescueme.org/23-10-31-00050
STARBIE,Domestic Cat,Female,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on STARBIE can be found on:    WORKINWHISKERS.COM,https://post.rescueme.org/23-10-31-00048
SKY,Russian Blue / Domestic Cat,Female,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on SKY can be found on:    WORKINWHISKERS.COM,https://post.rescueme.org/23-10-31-00008
SAWYER,Russian Blue / Domestic Cat,Male,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on SAWYER can be found on:    WORKINWHISKERS.COM,https://post.rescueme.org/23-10-30-00633
FALKOR,Siamese / American Shorthair,Male,Young Adult,Riverside County,No,Good,Good,Unknown,Average,Average,Yes,Yes,All information on FALKOR can be found on:      WORKINWHISKERS.COM,https://post.rescueme.org/23-10-28-00218
NUGGET,Domestic Cat,Male,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on NUGGET can be found on:   WORKINWHISKERS.COM,https://post.rescueme.org/23-10-15-00334
MELISSA McCALL,Domestic Cat,Female,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on MELISSA McCALL can be found on:          WORKINWHISKERS.COM,https://post.rescueme.org/23-10-08-00024
THEO RAEKEN,Domestic Cat,Male,Young Adult,Riverside County,No,Good,Good,Unknown,Average,Average,Yes,Yes,All information on THEO RAEKEN can be found on:      WORKINWHISKERS.COM,https://post.rescueme.org/23-09-10-00316
KIRA YUKIMURA,Domestic Cat,Female,Young Adult,Riverside County,No,Good,Good,Unknown,Average,Average,Yes,Yes,All information on KIRA YUKIMURA can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/23-09-10-00038
CORA HALE,Domestic Cat,Female,Young Adult,Riverside County,No,Good,Good,Unknown,Average,Average,Yes,Yes,All information on CORA HALE can be found on:      WORKINWHISKERS.COM,https://post.rescueme.org/23-08-30-00029
CONI MOMOA,Bombay / Domestic Cat,Female,Young Adult,Riverside County,No,Good,Good,Unknown,Average,Average,Yes,Yes,All information on CONI MOMOA can be found on:     WORKINWHISKERS.COM,https://post.rescueme.org/23-08-30-00014
CASSANDRA,Bombay / Domestic Cat,Female,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on CASSANDRA can be found on:      WORKINWHISKERS.COM,https://post.rescueme.org/23-08-07-00295
Hank,Domestic Cat,Male,Young Kitten,Orange County,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"We think Hank, the heavyweight champion of his litter, has that extra .02 ounces on his littermates because he has such a big heart. He is an absolute sweetie! Hank loves to watch his siblings play from afar and then join in the fun! He also loves his spring toys and balls. Though we jokingly refer to him as Hank the Tank, he's always the last to eat. Much like he does at playtime, he makes sure his littermates are taken care of and happy before he joins.   This sweet guy was a whopping 2.88 lbs. at 8-10 weeks old; he would do best with an adoption that includes one of his littermates - Skyler, Walter, or Everly - and because of his small size, he needs to be in an environment without small children. Ready to adopt Hank and one of his charming siblings? Please apply today!",https://post.rescueme.org/23-08-02-00337
ROSITA  BUSTILLOS,Egyptian Mau / Domestic Cat,Female,Kitten,Riverside County,No,Good,Good,Unknown,Average,Average,Yes,Yes,All information on ROSITA BUSTILLOS can be found on:    WORKINWHISKERS.COM,https://post.rescueme.org/23-06-23-00538
Ruby,Domestic Cat,Female,Young Adult,Orange County,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"My name is Ruby. I'm a sweet, two-year-old girl who is 5.5 lbs. and loves to play and nap. Since I am pretty young, I still like to play like a kitten. I would really like a kitty friend to play with and enjoy being near my human, just not getting picked up, since I am just a bit timid.  That could change as I grow!  Will you be my HERO? Fill out an application today!",https://post.rescueme.org/23-06-23-00304
JULIAN,Egyptian Mau / Domestic Cat,Male,Young Adult,Riverside County,No,Good,Good,Unknown,Average,Average,Yes,Yes,All information on JULAIN can be found on:       WORKINWHISKERS.COM,https://post.rescueme.org/23-06-23-00043
RANDY NEDLEY,Egyptian Mau / Domestic Cat,Male,Young Adult,Riverside County,No,Good,Good,Unknown,Average,Average,Yes,Yes,All information on RANDY NEDLEY can be found on:    WORKINWHISKERS.COM,https://post.rescueme.org/23-06-20-00020
JUAN CARLOS,Egyptian Mau / Domestic Cat,Male,Young Adult,Riverside County,No,Good,Good,Unknown,Average,Average,Yes,Yes,All information on JUAN CARLOS can be found on:    WORKINWHISKERS.COM,https://post.rescueme.org/23-06-20-00015
PIONEER,Domestic Cat,Male,Young Adult,Riverside County,No,Good,Good,Unknown,Average,Average,Yes,Yes,All information on PIONEER can be found on:   WORKINWHISKERS.COM,https://post.rescueme.org/23-06-19-00141
RACHEL VALDEZ,Egyptian Mau / Domestic Cat,Female,Young Adult,Riverside County,No,Good,Good,Unknown,Average,Average,Yes,Yes,All information on RACHEL VALDEZ can be found on:    WORKINWHISKERS.COM,https://post.rescueme.org/23-06-18-00288
BOBO DEL REY,Egyptian Mau / Domestic Cat,Male,Young Adult,Riverside County,No,Good,Good,Unknown,Average,Average,Yes,Yes,All information on BOBO DEL REY can be found on:   WORKINWHISKERS.COM,https://post.rescueme.org/23-05-14-00011
NICOLE HAUGHT,Domestic Cat,Female,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on NICOLE HAUGHT can be found on:       WORKINWHISKERS.COM,https://post.rescueme.org/23-05-13-00211
MERCEDES GARDNER,Domestic Cat,Female,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Submissive,Yes,Yes,All information on MERCEDES GARDNER can be found on:     WORKINWHISKERS.COM,https://post.rescueme.org/23-05-13-00205
MARISOL VERA,Bombay / Domestic Cat,Female,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on MARISOL VERA can be found on:              WORKINWHISKERS.COM,https://post.rescueme.org/23-03-06-00077
Tanner,American Shorthair / Domestic Cat,Male,Young Kitten,Orange County,No,Unknown,Good,Good,Average,Average,No,Yes,He is a playful as all kittens are loving too. He  has been comno testedfornfelv/fiv andn2 fvrcp vacvines microchip neuteted. He is dog friendly and what a sweetheart.Tanner is very affection and will follow you to the shower and just a funny kitty. Tanner was born 12/1/22,https://post.rescueme.org/23-02-11-00082
HAMLET,Domestic Cat,Male,Young Adult,Riverside County,No,Good,Good,Unknown,Average,Average,Yes,Yes,All information on HAMLET can be found on:        WORKINWHISKERS.COM,https://post.rescueme.org/23-01-03-00048
ELOISE,Domestic Cat,Female,Young Adult,Riverside County,No,Good,Good,Unknown,Average,Average,Yes,Yes,All information on ELOISE can be found on:       WORKINWHISKERS.COM,https://post.rescueme.org/23-01-02-00627
DORATHIA,Domestic Cat,Female,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on DORATHIA can be found on:        WORKINWHISKERS.COM,https://post.rescueme.org/23-01-01-00138
DEVIL DIAS,Siamese / Snowshoe,Male,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on DEVIL DIAS can be found on:     WORKINWHISKERS.COM,https://post.rescueme.org/23-01-01-00012
DAMEON,Abyssinian / Domestic Cat,Male,Young Adult,Riverside County,No,Good,Good,Good,Average,Average,Yes,Yes,All information on DAMEON can be found on:       WORKINWHISKERS.COM,https://post.rescueme.org/23-01-01-00006
BANKURO,Turkish Van / Domestic Cat,Male,Young Adult,Riverside County,No,Good,Good,Unknown,Average,Average,Yes,Yes,All information on BANKURO can be found on:    WORKINWHISKERS.COM,https://post.rescueme.org/22-11-14-00421
Dotty,Domestic Cat,Female,Young Adult,Orange County,No,Unknown,Good,Good,Average,Average,Yes,Yes,"Dotty is a beautiful all black DSH female that came to us as an older kitten with her siblings and feral momma Tigra. She is growing up so fast! Dotty is litter box trained, a petite 6 lbs., and two years old.  She needs a patient adopter that will help to build her confidence. She gets along with her siblings but has not been around dogs yet.",https://post.rescueme.org/22-10-22-00136
KOALA,Abyssinian / Domestic Cat,Female,Young Adult,Riverside County,No,Good,Good,Unknown,Average,Average,Yes,Yes,All information on KOALA can be found on:       WORKINWHISKERS.COM,https://post.rescueme.org/22-10-02-00030
ACE,Egyptian Mau / Domestic Cat,Male,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on ACE can be found on:    WORKINWHISKERS.COM,https://post.rescueme.org/22-09-14-00536
NEZUMI,Egyptian Mau / Domestic Cat,Male,Young Adult,Riverside County,No,Good,Unknown,Unknown,Average,Average,Yes,Yes,All information on NEZUMI can be found on:     WORKINWHISKERS.COM,https://post.rescueme.org/22-09-09-00007
LEO,Domestic Cat,Male,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on LEO can be found on:       WORKINWHISKERS.COM,https://post.rescueme.org/22-09-08-00383
YAMATO,Turkish Van / Domestic Cat,Female,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on YAMATO on:    WORKINWHISKERS.COM,https://post.rescueme.org/22-09-04-00045
FRED WEASLEY,Domestic Cat,Male,Young Adult,Riverside County,No,Good,Good,Unknown,Average,Average,Yes,Yes,All information on FRED WEASLEY can be found on:     WORKINWHISKERS.COM,https://post.rescueme.org/22-07-14-00330
