Name,Breed,Sex,Age,County,Urgent Status,Dog Compatibility,Cat Compatibility,Kid Compatibility,Energy,Temperament,Spayed/Neutered,Vaccinated,Description,URL
Emily,Shiba Inu mix,Female,Puppy,Riverside County,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,"Super Urgent!!! Friendly & Loving Blind & Deaf 1 Year Old 21lbs female Shibu Inu Mix 'Emily.'  PAGE: https://www.facebook.com/share/p/17zbJy984q/  Meet Emily - a gentle soul who needs our help. Emily is a 1-year, 1-month-old Shiba Inu mix, female, weighing 21 pounds. She came into the shelter as a stray on 1/30, brought in by a kind Good Samaritan along with Millie and Percy. Sadly, no one ever came looking for her. Kennel ID: #A1898114. Currently kenneled by herself Emily appears to be possibly blind and deaf. She definitely cannot see, but from what was observed, she does seem to hear a little. Even with these challenges, Emily is incredibly sweet, friendly, and loving. She enjoys affection, leans into love, and is simply happy to be outside feeling the world around her. She is considered a special-needs dog and is now on the needs rescue list, which means she will need help soon. Emily will need a patient, compassionate home or rescue willing to give her the time, care, and understanding she deserves. Emily was once wandering the streets alone until a kind stranger stepped in to help her. Whether Millie and Percy are her siblings or just companions she was found with, what matters most is that Emily deserves safety, love, and a chance at a real home. Please help by sharing, tagging rescues, or opening your heart to this beautiful girl. Let's make sure Emily is seen and given the loving future she deserves.  Check out Emily's videos in the comments. San Jacinto Valley Animal Campus 581 S. Grand Ave, San Jacinto, CA 92582. Adoptions: ",https://post.rescueme.org/26-03-01-00009
Sierra,Maltese / Poodle,Female,Adult,Orange County,No,Good,Unknown,Good,Average,Unknown,Yes,Yes,"****when inquiring, please follow the outlined instructions listed below in my description.... otherwise emails will not be returned. ******************************  Sierra - Sweetest Girl  This beautiful little girl is looking for her new forever home. She's an AMAZING little girl that is looking for a wonderful home. She would like to be your lap buddy and couch buddy. A home with another dog would be 'ideal' for her.  Sierra is really sweet, smart, gentle and loving. She enjoys cuddling, playing and talking daily walks. She does really well with other dogs.  Sierra  Maltipoo Female 6 years old 14 lbs  Spayed Current on vaccinations Microchipped Dewormed   ****************************** Adoption Process:  **When inquiring, please include your telephone number and a detailed bio about yourself and your family.  Telephone Screening Application Home Check Meet and Greet  ******************************",https://post.rescueme.org/26-02-28-00243
Delilah,Neapolitan Mastiff / Great Dane,Female,Puppy,San Bernardino County,No,Good,Unknown,Good,Low,Submissive,Yes,Yes,"Meet Delilah ����  Delilah is a 10-month-old sweetheart with the softest soul and the most hopeful eyes. Her life didn't start out easy-she was found as a stray and ended up in a high-kill shelter-but thanks to rescue, she now has a second chance at the life she's always deserved.  It's clear Delilah never had the opportunity to explore the world before. Walks, baths, and new experiences were all brand new to her-but she has handled everything with such grace. She did amazing at her very first puppy wash, soaking up the attention and showing just how gentle and trusting she truly is.  Delilah has a peaceful, tender heart and a soft, loving personality. She's incredibly gentle, does wonderfully meeting new people, and wins hearts everywhere she goes. She adores pup cups, enjoys being close to her people, and prefers to sleep in the same room as you, finding comfort simply being nearby.  She has a mastiff-type build without the towering height of a Great Dane-strong yet elegant, calm yet curious. Delilah is looking for a family who will patiently show her the world, introduce her to new adventures, and spoil her the way every dog should be spoiled.  She has her entire life ahead of her, and she's ready to fill it with love, security, and joyful firsts.  ���� If you're looking for a gentle, loving companion who will blossom with guidance and kindness, Delilah may be your perfect match.",https://post.rescueme.org/26-02-28-00239
Turbo,Chihuahua mix,Male,Adult,Los Angeles County,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Turbo is a 5-year-old, 11-pound Chihuahua mix with a short tan coat, adorable short little legs, and the cutest underbite that gives him an irresistibly charming smile. This little gentleman may be slightly shy when meeting someone new, but give him a moment and he'll quickly become your devoted shadow. Once he warms up, his affectionate and loving personality truly shines.  Turbo is the perfect blend of confidence and sweetness. He's fantastic with other dogs and thrives in a pack setting. On leash, he's a good boy - no pulling, just happily trotting by your side. He's also a dream in the car, making him an ideal travel buddy for weekend getaways or daily errands.  At home, Turbo is fully house-trained and sleeps soundly in his crate at night. He has lovely manners - sitting patiently and waiting to go in and out of doors. While he enjoys perching on the back of the couch for a cozy solo nap, his favorite place in the world is curled up in your lap or flipped onto his back for belly rubs. He absolutely loves being carried and soaking up all the affection you're willing to give.  Turbo is neutered, up to date on vaccines, and ready to bring joy, companionship, and lots of cuddles to his forever home. If you're looking for a sweet, smart, affectionate little companion who will happily be your sidekick wherever you go, Turbo might just be your perfect match.",https://post.rescueme.org/26-02-28-00230
Pebbles & Brownie,Lab / Boxer,Female,Young Puppy,Orange County,No,Good,Good,Good,Average,Submissive,No,Yes,"Meet 'Pebbles & Brownie' 4month old Sisters. Lab/Boxer mixes. 28lbs & Fully grown; will not get any bigger. Both are Potty Pad Trained & House Trained. Amazing with kids & adults & other dogs. Great eaters, they love to play and have medium puppy energy. They love affection, know basic commands, like sit and No. Great in the car, great to take with you everywhere, Non-Destructive, NO CRATES; Never crated as they are potty trained. Looking for Forever Homes.",https://post.rescueme.org/26-02-28-00217
Brownie,Lab / Boxer,Female,Young Puppy,Orange County,No,Good,Good,Good,Average,Average,Yes,Yes,"Meet 'Brownie' a 5.5 month Mini Female Lab/Boxer mix. Fully grown & only 30Lbs. Potty Pad Trained & House trained. Great eater, loves to play, loves affection, and has medium puppy energy. Knows basic commands like sit and No & is amazing with other dogs, people and kids. Also, doesn't mind cats. An angel of a dog and perfect for a family type setting or an active couple.",https://post.rescueme.org/26-02-28-00215
Rocky,Boxer / Staffordshire Bull Terrier,Male,Puppy,Orange County,No,Good,Unknown,Good,Low,Average,Yes,Yes,"Meet 'ROCKY'  a 1-2 yr old Male Boxer Mix that was rescued a month ago and emaciated beyond belief. He is a Love Bug; Full of Life, back up to normal weight, loves his walks, loves his toys. is talkative  and appreciates his Foster. Rocky is loving, energetic, curious, great ball catcher, loves and craves attention & very well mannered. Loves other dogs (Large Dogs Only are Best), potty trained, loves people. Rocky would thrive in a home with a nice yard, and his human around & somewhat active. Bloodwork is all within normal limits, all vaccines and deworming done, Negative for parasites & Giardia. He is set to get Neutered on March 5th. If interested in Adopting, please reach out.",https://post.rescueme.org/26-02-28-00213
Raven,German Shepherd / Lab,Male,Young Puppy,Orange County,No,Good,Good,Good,Average,Submissive,Unknown,Yes,"My name is 'Raven'; I am a '4' Mnth old Male Shepherd mix. I am super smart, know my basic commands like sit, paw, kisses, & I'll be right back, I love people , am a great eater, studly like a Line Backer, great kids, people & other dogs. I love my toys, love to play, love affection,good on walks, potty pad trained, & great in the car. I am current on all vaccines, microchipped, dewormer. Neutering is included in the Adoption Fee & will be schdueld & done when I am a bit older. I am seeking my 4Ever home.",https://post.rescueme.org/26-02-28-00211
Lexi,German Shepherd / Lab,Female,Young Puppy,Orange County,No,Good,Good,Good,Average,Submissive,No,Yes,"My name is 'Lexi'; I am '4' Mnths old, love people , kids & other dogs. I love my toys, love to play, good on walks, potty pad trained, & great in the car. I am current on all vaccines, microchip, dewormer. I am set to get spayed in 2mnths. I am seeking my 4Ever home.",https://post.rescueme.org/26-02-28-00206
Mace,Belgian Malinois,Male,Young Puppy,Los Angeles County,No,Good,Good,Good,Average,Average,Unknown,Yes,"Mace is almost 6 months old.  He's a nice dog who is ready for adventures with his forever people.  Is that you?   For more info and to apply to adopt Mace, please go to Woof project Rescue and fill out an application.   Just say you're interested in Mace. We look forward to meeting you!",https://post.rescueme.org/26-02-28-00178
Blue,Dachshund,Male,Young Adult,San Bernardino County,No,Good,Unknown,Good,High,Dominant,Yes,Yes,"Blue is an almost 3 year old miniature dachshund and is so loved. This is a very difficult decision to rehome him, but I know that it would be best for him. Our living situation will be changing and I want blue to be able to run around and live his best life that he deserves. He is crate trained and will go out of a doggy door to go to the bathroom, but can be stubborn about going to the bathroom inside if the doggy door is closed. He has some high energy, but also loves to relax and cuddle under the blankets with you. He needs to go to a very loving home that preferably has experience with dachshunds or at least dogs in general. He is good around kids, but can get nervous around smaller children if they're too jumpy or in his face. Overall, he can be nervous about new people and nervous with some men but is good once he's comfortable. He would do well with another dog that's around his size or a little bigger. Let me know if you're interested and if he would be a great addition to your family.",https://post.rescueme.org/26-02-28-00170
Lilly and Gibson,French Bulldog,Male,Young Adult,Butte County,No,Good,Unknown,Not Good,High,Average,Yes,Unknown,2 recently rescued Frenchies are looking for a home. They are a mother and son duo. Lilly is 4 and just wants to lie around and eat snacks all day and Gibson is the opposite. He's 3 years old and loves to play! Gibson can be a little dog reactive so a home that is used to that or has no other pets is probably the best bet. The are both fixed but came from a home with no other medical records. Lilly was treated for a UTI and is doing great! No rehoming fee for the right home!!  Lilly is the fawn Gibson is the brindle,https://post.rescueme.org/26-02-28-00140
SCHNITZEL,Australian Shepherd / German Shepherd,Male,Young Puppy,San Bernardino County,No,Good,Unknown,Unknown,Average,Average,No,Yes,"Meet Schnitzel.  He's a 10-week-old Shepherd/Aussie mix with soft ears, wiggly energy, and a serious love for cuddles. A good Samaritan found him alone at a park, and now he's ready for a real home - the kind where he doesn't have to wonder what's next.  Schnitzel is sweet, playful, and very into his people. He loves to snuggle, does well with cats, and is happiest when he's included in whatever's going on. He's still a baby, so he's learning the world one new thing at a time. A confident dog friend or a patient family would help him build that confidence even more.  He is working through some food guarding, which likely comes from not always feeling secure. The upside? He's already responding well to routine and positive training. With consistency, he's showing he can relax and trust that his needs will be met.  He's not a 'plug-and-play' puppy - he's a real one. But the person who gives him structure and love now is going to end up with an incredibly loyal, fun, and devoted dog.",https://post.rescueme.org/26-02-28-00117
